uniprot_id|ensembl_gene_id|ensembl_transcript_id|ensembl_translation_id
Q9Y616|ENSG00000090376|ENST00000261233|ENSP00000261233
Q9NWZ3|ENSG00000198001|ENST00000613694|ENSP00000479889
Q9NWZ3|ENSG00000198001|ENST00000551736|ENSP00000446490
Q6VAB6|ENSG00000171435|ENST00000339824|ENSP00000339952
P53667|ENSG00000106683|ENST00000336180|ENSP00000336740
P53671|ENSG00000182541|ENST00000331728|ENSP00000332687
Q38SD2|ENSG00000154237|ENST00000388948|ENSP00000373600
Q5S007|ENSG00000188906|ENST00000298910|ENSP00000298910
P04049|ENSG00000132155|ENST00000251849|ENSP00000251849
Q13546|ENSG00000137275|ENST00000259808|ENSP00000259808
Q13546|ENSG00000137275|ENST00000380409|ENSP00000369773
O43353|ENSG00000104312|ENST00000220751|ENSP00000220751
Q9Y572|ENSG00000285379|ENST00000646516|ENSP00000495490
Q9Y572|ENSG00000129465|ENST00000216274|ENSP00000216274
P57078|ENSG00000183421|ENST00000352483|ENSP00000330161
Q15569|ENSG00000107140|ENST00000336395|ENSP00000338127
Q15569|ENSG00000107140|ENST00000620767|ENSP00000481045
Q96S53|ENSG00000070759|ENST00000372086|ENSP00000361158
P36897|ENSG00000106799|ENST00000374994|ENSP00000364133
P37173|ENSG00000163513|ENST00000295754|ENSP00000295754
Q59H18|ENSG00000116783|ENST00000326637|ENSP00000322251
Q6ZMQ8|ENSG00000181409|ENST00000326724|ENSP00000324196
P00519|ENSG00000097007|ENST00000318560|ENSP00000323315
P42684|ENSG00000143322|ENST00000502732|ENSP00000427562
Q9UM73|ENSG00000171094|ENST00000389048|ENSP00000373700
P30530|ENSG00000167601|ENST00000301178|ENSP00000301178
P51451|ENSG00000136573|ENST00000259089|ENSP00000259089
P51813|ENSG00000102010|ENST00000357607|ENSP00000350224
P51813|ENSG00000102010|ENST00000348343|ENSP00000308774
P51813|ENSG00000102010|ENST00000342014|ENSP00000340082
Q06187|ENSG00000010671|ENST00000308731|ENSP00000308176
P07333|ENSG00000182578|ENST00000286301|ENSP00000286301
P41240|ENSG00000103653|ENST00000220003|ENSP00000220003
P41240|ENSG00000103653|ENST00000439220|ENSP00000414764
P41240|ENSG00000103653|ENST00000567571|ENSP00000454906
Q08345|ENSG00000215522|ENST00000400492|ENSP00000383339
Q08345|ENSG00000137332|ENST00000383377|ENSP00000372868
Q08345|ENSG00000230456|ENST00000412329|ENSP00000391805
Q08345|ENSG00000215522|ENST00000400491|ENSP00000383338
Q08345|ENSG00000137332|ENST00000400414|ENSP00000383265
Q08345|ENSG00000215522|ENST00000550395|ENSP00000449255
Q08345|ENSG00000137332|ENST00000553015|ENSP00000448377
Q08345|ENSG00000230456|ENST00000449518|ENSP00000414285
Q08345|ENSG00000230456|ENST00000548133|ENSP00000449611
Q08345|ENSG00000204580|ENST00000324771|ENSP00000318217
Q08345|ENSG00000204580|ENST00000376568|ENSP00000365752
Q08345|ENSG00000204580|ENST00000452441|ENSP00000405039
Q08345|ENSG00000234078|ENST00000430933|ENSP00000397769
Q08345|ENSG00000234078|ENST00000429699|ENSP00000401397
Q08345|ENSG00000234078|ENST00000552068|ENSP00000449190
Q16832|ENSG00000162733|ENST00000446985|ENSP00000400309
Q16832|ENSG00000162733|ENST00000367921|ENSP00000356898
Q16832|ENSG00000162733|ENST00000367922|ENSP00000356899
P00533|ENSG00000146648|ENST00000275493|ENSP00000275493
P21709|ENSG00000146904|ENST00000275815|ENSP00000275815
P21709|ENSG00000284816|ENST00000645847|ENSP00000494931
Q5JZY3|ENSG00000183317|ENST00000373048|ENSP00000362139
P29317|ENSG00000142627|ENST00000358432|ENSP00000351209
P29320|ENSG00000044524|ENST00000336596|ENSP00000337451
P54764|ENSG00000116106|ENST00000281821|ENSP00000281821
P54764|ENSG00000116106|ENST00000409938|ENSP00000386829
P54756|ENSG00000145242|ENST00000273854|ENSP00000273854
Q15375|ENSG00000135333|ENST00000369303|ENSP00000358309
P29322|ENSG00000070886|ENST00000166244|ENSP00000166244
P54762|ENSG00000154928|ENST00000398015|ENSP00000381097
P29323|ENSG00000133216|ENST00000400191|ENSP00000383053
P54753|ENSG00000182580|ENST00000330394|ENSP00000332118
P54760|ENSG00000196411|ENST00000358173|ENSP00000350896
P04626|ENSG00000141736|ENST00000269571|ENSP00000269571
P21860|ENSG00000065361|ENST00000267101|ENSP00000267101
Q15303|ENSG00000178568|ENST00000342788|ENSP00000342235
P16591|ENSG00000151422|ENST00000281092|ENSP00000281092
P07332|ENSG00000182511|ENST00000328850|ENSP00000331504
P11362|ENSG00000077782|ENST00000447712|ENSP00000400162
P21802|ENSG00000066468|ENST00000358487|ENSP00000351276
P22607|ENSG00000068078|ENST00000440486|ENSP00000414914
P22455|ENSG00000160867|ENST00000502906|ENSP00000424960
P22455|ENSG00000160867|ENST00000292408|ENSP00000292408
P09769|ENSG00000000938|ENST00000374004|ENSP00000363116
P09769|ENSG00000000938|ENST00000399173|ENSP00000382126
P09769|ENSG00000000938|ENST00000374003|ENSP00000363115
P09769|ENSG00000000938|ENST00000374005|ENSP00000363117
P17948|ENSG00000102755|ENST00000282397|ENSP00000282397
P36888|ENSG00000122025|ENST00000241453|ENSP00000241453
P35916|ENSG00000037280|ENST00000261937|ENSP00000261937
P42685|ENSG00000111816|ENST00000606080|ENSP00000476145
P06241|ENSG00000010810|ENST00000368667|ENSP00000357656
P06241|ENSG00000010810|ENST00000354650|ENSP00000346671
P08631|ENSG00000101336|ENST00000534862|ENSP00000444986
P08069|ENSG00000140443|ENST00000650285|ENSP00000497069
P06213|ENSG00000171105|ENST00000302850|ENSP00000303830
P14616|ENSG00000027644|ENST00000368195|ENSP00000357178
Q08881|ENSG00000113263|ENST00000422843|ENSP00000398655
P23458|ENSG00000162434|ENST00000671929|ENSP00000500485
P23458|ENSG00000162434|ENST00000342505|ENSP00000343204
P23458|ENSG00000162434|ENST00000672247|ENSP00000499884
P23458|ENSG00000162434|ENST00000672179|ENSP00000500296
P23458|ENSG00000162434|ENST00000672434|ENSP00000499900
P23458|ENSG00000162434|ENST00000671954|ENSP00000500841
O60674|ENSG00000096968|ENST00000381652|ENSP00000371067
P52333|ENSG00000105639|ENST00000527670|ENSP00000432511
P52333|ENSG00000105639|ENST00000458235|ENSP00000391676
P35968|ENSG00000128052|ENST00000263923|ENSP00000263923
P10721|ENSG00000157404|ENST00000288135|ENSP00000288135
P06239|ENSG00000182866|ENST00000336890|ENSP00000337825
P06239|ENSG00000182866|ENST00000619559|ENSP00000477713
Q8IWU2|ENSG00000164715|ENST00000297293|ENSP00000297293
Q96Q04|ENSG00000142235|ENST00000600059|ENSP00000472020
Q96Q04|ENSG00000142235|ENST00000673139|ENSP00000500153
P29376|ENSG00000062524|ENST00000263800|ENSP00000263800
P07948|ENSG00000254087|ENST00000519728|ENSP00000428924
P42679|ENSG00000007264|ENST00000310132|ENSP00000308734
Q12866|ENSG00000153208|ENST00000295408|ENSP00000295408
Q12866|ENSG00000153208|ENST00000421804|ENSP00000389152
P08581|ENSG00000105976|ENST00000397752|ENSP00000380860
Q04912|ENSG00000164078|ENST00000296474|ENSP00000296474
O15146|ENSG00000030304|ENST00000374448|ENSP00000363571
P04629|ENSG00000198400|ENST00000524377|ENSP00000431418
Q16620|ENSG00000148053|ENST00000376213|ENSP00000365386
Q16620|ENSG00000148053|ENST00000323115|ENSP00000314586
Q16288|ENSG00000140538|ENST00000629765|ENSP00000485864
Q16288|ENSG00000140538|ENST00000360948|ENSP00000354207
P16234|ENSG00000134853|ENST00000257290|ENSP00000257290
P09619|ENSG00000113721|ENST00000261799|ENSP00000261799
Q05397|ENSG00000169398|ENST00000521059|ENSP00000429474
Q05397|ENSG00000169398|ENST00000522684|ENSP00000429911
Q14289|ENSG00000120899|ENST00000397501|ENSP00000380638
Q14289|ENSG00000120899|ENST00000346049|ENSP00000332816
Q13882|ENSG00000101213|ENST00000542869|ENSP00000442460
Q13308|ENSG00000112655|ENST00000230419|ENSP00000230419
P07949|ENSG00000165731|ENST00000355710|ENSP00000347942
Q01973|ENSG00000185483|ENST00000371079|ENSP00000360120
Q01974|ENSG00000169071|ENST00000375708|ENSP00000364860
P08922|ENSG00000047936|ENST00000368508|ENSP00000357494
P34925|ENSG00000163785|ENST00000623711|ENSP00000485095
P12931|ENSG00000197122|ENST00000373578|ENSP00000362680
P12931|ENSG00000197122|ENST00000358208|ENSP00000350941
P12931|ENSG00000197122|ENST00000373567|ENSP00000362668
Q9H3Y6|ENSG00000125508|ENST00000217188|ENSP00000217188
Q6J9G0|ENSG00000060140|ENST00000075503|ENSP00000075503
P43405|ENSG00000165025|ENST00000375754|ENSP00000364907
P43405|ENSG00000165025|ENST00000375746|ENSP00000364898
P42680|ENSG00000135605|ENST00000381501|ENSP00000370912
Q02763|ENSG00000120156|ENST00000380036|ENSP00000369375
P35590|ENSG00000066056|ENST00000372476|ENSP00000361554
Q13470|ENSG00000174292|ENST00000576812|ENSP00000459799
Q13470|ENSG00000283781|ENST00000639430|ENSP00000491136
Q07912|ENSG00000061938|ENST00000333602|ENSP00000329425
P42681|ENSG00000074966|ENST00000264316|ENSP00000264316
P29597|ENSG00000105397|ENST00000264818|ENSP00000264818
P29597|ENSG00000105397|ENST00000525621|ENSP00000431885
Q06418|ENSG00000092445|ENST00000263798|ENSP00000263798
P07947|ENSG00000176105|ENST00000314574|ENSP00000324740
P07947|ENSG00000176105|ENST00000584307|ENSP00000462468
P43403|ENSG00000115085|ENST00000264972|ENSP00000264972
Q2M2I8|ENSG00000115977|ENST00000409085|ENSP00000386456
Q96GD4|ENSG00000178999|ENST00000585124|ENSP00000463999
Q9UQB9|ENSG00000105146|ENST00000302804|ENSP00000302898
Q9NSY1|ENSG00000138756|ENST00000335016|ENSP00000334836
O43683|ENSG00000169679|ENST00000302759|ENSP00000302530
O60566|ENSG00000156970|ENST00000287598|ENSP00000287598
Q8N5S9|ENSG00000004660|ENST00000348335|ENSP00000323118
Q96RR4|ENSG00000110931|ENST00000402834|ENSP00000384591
Q96RR4|ENSG00000110931|ENST00000404169|ENSP00000384600
Q96RR4|ENSG00000110931|ENST00000652382|ENSP00000498824
Q96RR4|ENSG00000110931|ENST00000324774|ENSP00000312741
O00311|ENSG00000097046|ENST00000234626|ENSP00000234626
O00311|ENSG00000097046|ENST00000428239|ENSP00000393139
O15111|ENSG00000213341|ENST00000370397|ENSP00000359424
P68400|ENSG00000101266|ENST00000217244|ENSP00000217244
P68400|ENSG00000101266|ENST00000400217|ENSP00000383076
P68400|ENSG00000101266|ENST00000643660|ENSP00000495248
P68400|ENSG00000101266|ENST00000646814|ENSP00000495422
P68400|ENSG00000101266|ENST00000646305|ENSP00000495902
P68400|ENSG00000101266|ENST00000647348|ENSP00000495912
P68400|ENSG00000101266|ENST00000645623|ENSP00000495998
P68400|ENSG00000101266|ENST00000646561|ENSP00000496569
P19784|ENSG00000070770|ENST00000262506|ENSP00000262506
Q8NEV1|ENSG00000254598|ENST00000528848|ENSP00000473553
Q6XUX3|ENSG00000133059|ENST00000367162|ENSP00000356130
Q9BQI3|ENSG00000086232|ENST00000199389|ENSP00000199389
P19525|ENSG00000055332|ENST00000647926|ENSP00000497534
P19525|ENSG00000055332|ENST00000233057|ENSP00000233057
P19525|ENSG00000055332|ENST00000395127|ENSP00000378559
Q9NZJ5|ENSG00000172071|ENST00000303236|ENSP00000307235
Q9P2K8|ENSG00000128829|ENST00000263791|ENSP00000263791
O75460|ENSG00000178607|ENST00000433197|ENSP00000401445
Q76MJ5|ENSG00000134398|ENST00000256797|ENSP00000256797
O14976|ENSG00000178950|ENST00000314167|ENSP00000314499
Q8TF76|ENSG00000177602|ENST00000325418|ENSP00000325290
O14920|ENSG00000104365|ENST00000520810|ENSP00000430684
O14920|ENSG00000104365|ENST00000649612|ENSP00000497383
Q14164|ENSG00000263528|ENST00000581977|ENSP00000464030
Q8NB16|ENSG00000168404|ENST00000308807|ENSP00000308351
P00540|ENSG00000172680|ENST00000311923|ENSP00000310722
Q9UHY1|ENSG00000115216|ENST00000233557|ENSP00000233557
Q9UHY1|ENSG00000115216|ENST00000379852|ENSP00000369181
Q9NSY0|ENSG00000185189|ENST00000442628|ENSP00000414055
Q58A45|ENSG00000152520|ENST00000380958|ENSP00000370345
Q8N165|ENSG00000175087|ENST00000619836|ENSP00000480635
Q8N165|ENSG00000175087|ENST00000374269|ENSP00000363387
Q8N165|ENSG00000175087|ENST00000374271|ENSP00000363389
Q9H792|ENSG00000173517|ENST00000312493|ENSP00000309230
Q9H792|ENSG00000173517|ENST00000560626|ENSP00000452796
Q99570|ENSG00000196455|ENST00000356763|ENSP00000349205
Q9BXM7|ENSG00000158828|ENST00000321556|ENSP00000364204
Q504Y2|ENSG00000162878|ENST00000294964|ENSP00000294964
Q99640|ENSG00000127564|ENST00000262300|ENSP00000262300
P53350|ENSG00000166851|ENST00000300093|ENSP00000300093
Q9NYY3|ENSG00000145632|ENST00000274289|ENSP00000274289
Q9H4B4|ENSG00000173846|ENST00000372201|ENSP00000361275
O00444|ENSG00000142731|ENST00000270861|ENSP00000270861
Q496M5|ENSG00000185988|ENST00000454744|ENSP00000468376
Q496M5|ENSG00000185988|ENST00000334770|ENSP00000466248
Q9H5K3|ENSG00000185900|ENST00000614426|ENSP00000478821
Q9H5K3|ENSG00000185900|ENST00000331373|ENSP00000331258
Q86YV5|ENSG00000275342|ENST00000622241|ENSP00000479068
Q86YV5|ENSG00000275342|ENST00000615670|ENSP00000481109
Q7Z7A4|ENSG00000168297|ENST00000356151|ENSP00000348472
Q05823|ENSG00000135828|ENST00000367559|ENSP00000356530
Q96S38|ENSG00000136643|ENST00000366960|ENSP00000355927
Q9Y6S9|ENSG00000198208|ENST00000354625|ENSP00000346644
Q9Y6S9|ENSG00000198208|ENST00000557413|ENSP00000450567
Q9Y6S9|ENSG00000198208|ENST00000555647|ENSP00000452027
Q52WX2|ENSG00000188322|ENST00000341901|ENSP00000343248
P0C263|ENSG00000187550|ENST00000344158|ENSP00000345044
P0C263|ENSG00000187550|ENST00000413299|ENSP00000389015
P0C264|ENSG00000231274|ENST00000612221|ENSP00000483467
Q96KG9|ENSG00000142186|ENST00000270176|ENSP00000270176
Q6P3W7|ENSG00000136021|ENST00000360820|ENSP00000354061
Q8IZE3|ENSG00000000457|ENST00000367770|ENSP00000356744
Q8IZE3|ENSG00000000457|ENST00000367772|ENSP00000356746
O75716|ENSG00000115661|ENST00000409638|ENSP00000386928
O75716|ENSG00000115661|ENST00000396738|ENSP00000379964
Q9BXU1|ENSG00000196335|ENST00000355870|ENSP00000348132
Q8WU08|ENSG00000169302|ENST00000397936|ENSP00000381030
Q9NY57|ENSG00000152953|ENST00000282908|ENSP00000282908
Q86UX6|ENSG00000165752|ENST00000298630|ENSP00000298630
Q8TDR2|ENSG00000125834|ENST00000381482|ENSP00000370891
Q9NRP7|ENSG00000163482|ENST00000295709|ENSP00000295709
Q9NRP7|ENSG00000163482|ENST00000440309|ENSP00000394095
Q8NE28|ENSG00000198870|ENST00000371957|ENSP00000361025
Q8NE28|ENSG00000281245|ENST00000627962|ENSP00000486786
Q8TEA7|ENSG00000145348|ENST00000394708|ENSP00000378198
Q8TEA7|ENSG00000145348|ENST00000432496|ENSP00000405847
Q8TEA7|ENSG00000145348|ENST00000273980|ENSP00000273980
Q9UHD2|ENSG00000183735|ENST00000650790|ENSP00000498995
Q9UHD2|ENSG00000183735|ENST00000331710|ENSP00000329967
Q8IWB6|ENSG00000121101|ENST00000240361|ENSP00000240361
Q9UKI8|ENSG00000198586|ENST00000431350|ENSP00000411099
Q86UE8|ENSG00000146872|ENST00000326270|ENSP00000316512
Q96S44|ENSG00000172315|ENST00000372114|ENSP00000361186
P33981|ENSG00000112742|ENST00000369798|ENSP00000358813
Q8TAS1|ENSG00000152332|ENST00000489294|ENSP00000420270
O75385|ENSG00000177169|ENST00000321867|ENSP00000324560
Q8IYT8|ENSG00000083290|ENST00000361658|ENSP00000354877
Q8IYT8|ENSG00000083290|ENST00000395544|ENSP00000378914
Q6PHR2|ENSG00000140474|ENST00000440863|ENSP00000400312
Q96C45|ENSG00000168038|ENST00000301831|ENSP00000301831
P30291|ENSG00000166483|ENST00000450114|ENSP00000402084
P0C1S8|ENSG00000214102|ENST00000397541|ENSP00000380675
P0C1S8|ENSG00000263042|ENST00000574659|ENSP00000459392
Q9H4A3|ENSG00000060237|ENST00000315939|ENSP00000313059
Q9Y3S1|ENSG00000165238|ENST00000297954|ENSP00000297954
Q9BYP7|ENSG00000196632|ENST00000375159|ENSP00000364301
Q9BYP7|ENSG00000196632|ENST00000354646|ENSP00000346667
Q96J92|ENSG00000126562|ENST00000246914|ENSP00000246914
Q7Z695|ENSG00000133597|ENST00000072869|ENSP00000072869
Q3MIX3|ENSG00000173137|ENST00000308860|ENSP00000310547
Q3MIX3|ENSG00000285451|ENST00000645968|ENSP00000494807
Q8NI60|ENSG00000163050|ENST00000366779|ENSP00000355741
Q8NI60|ENSG00000163050|ENST00000366777|ENSP00000355739
Q96D53|ENSG00000123815|ENST00000324464|ENSP00000315118
Q96QP1|ENSG00000073331|ENST00000650871|ENSP00000498374
Q96QP1|ENSG00000073331|ENST00000177648|ENSP00000177648
Q96QP1|ENSG00000073331|ENST00000458497|ENSP00000398048
Q86TB3|ENSG00000198796|ENST00000361673|ENSP00000354991
Q96L96|ENSG00000136383|ENST00000258888|ENSP00000258888
O00418|ENSG00000103319|ENST00000263026|ENSP00000263026
Q9BX84|ENSG00000119121|ENST00000360774|ENSP00000354006
Q96QT4|ENSG00000092439|ENST00000646667|ENSP00000495860
Q14296|ENSG00000164896|ENST00000297532|ENSP00000297532
O14874|ENSG00000103507|ENST00000394951|ENSP00000378405
O14874|ENSG00000103507|ENST00000219794|ENSP00000219794
Q15118|ENSG00000152256|ENST00000282077|ENSP00000282077
Q15118|ENSG00000152256|ENST00000410055|ENSP00000386985
Q15119|ENSG00000005882|ENST00000503176|ENSP00000420927
Q15120|ENSG00000067992|ENST00000379162|ENSP00000368460
Q15120|ENSG00000067992|ENST00000648777|ENSP00000497727
Q16654|ENSG00000004799|ENST00000005178|ENSP00000005178
Q13315|ENSG00000149311|ENST00000278616|ENSP00000278616
Q13315|ENSG00000149311|ENST00000452508|ENSP00000388058
Q13535|ENSG00000175054|ENST00000350721|ENSP00000343741
P42345|ENSG00000198793|ENST00000361445|ENSP00000354558
P42336|ENSG00000121879|ENST00000263967|ENSP00000263967
P42338|ENSG00000051382|ENST00000289153|ENSP00000289153
P42338|ENSG00000051382|ENST00000477593|ENSP00000418143
O00329|ENSG00000171608|ENST00000377346|ENSP00000366563
P48736|ENSG00000105851|ENST00000440650|ENSP00000392258
P48736|ENSG00000105851|ENST00000496166|ENSP00000419260
P48736|ENSG00000105851|ENST00000359195|ENSP00000352121
P78527|ENSG00000253729|ENST00000314191|ENSP00000313420
Q96Q15|ENSG00000157106|ENST00000446231|ENSP00000402515
Q9BRS2|ENSG00000124784|ENST00000379834|ENSP00000369162
Q9BVS4|ENSG00000058729|ENST00000283109|ENSP00000283109
O14730|ENSG00000101782|ENST00000339486|ENSP00000341874
