inn_name,phase,mw,image_url,canonical_smiles,inchikey
Losmapimod,3.0,383.2,www.icoa.fr/pkidb/static/img/mol/Losmapimod.svg,Cc1c(cc(cc1F)C(=O)NC2CC2)c3ccc(cn3)C(=O)NCC(C)(C)C,KKYABQBFGDZVNQ-UHFFFAOYSA-N
Lucitanib,2.0,443.2,www.icoa.fr/pkidb/static/img/mol/Lucitanib.svg,CNC(=O)c1cccc2c1ccc(c2)Oc3ccnc4c3cc(c(c4)OCC5(CC5)N)OC,CUDVHEFYRIWYQD-UHFFFAOYSA-N
Masitinib,3.0,498.2,www.icoa.fr/pkidb/static/img/mol/Masitinib.svg,Cc1ccc(cc1Nc2nc(cs2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,WJEOLQLKVOPQFV-UHFFFAOYSA-N
Mavelertinib,0.0,415.2,www.icoa.fr/pkidb/static/img/mol/Mavelertinib.svg,Cn1cc(c(n1)OC)Nc2c3c(nc(n2)N4C[C@H]([C@@H](C4)F)NC(=O)C=C)n(cn3)C,JYIUNVOCEFIUIU-GHMZBOCLSA-N
Merestinib,2.0,552.2,www.icoa.fr/pkidb/static/img/mol/Merestinib.svg,Cc1ccc(c(=O)n1c2ccc(cc2)F)C(=O)Nc3ccc(c(c3)F)Oc4cc5cnn(c5cc4c6c[nH]nc6)C,QHADVLVFMKEIIP-UHFFFAOYSA-N
Midostaurin,4.0,570.2,www.icoa.fr/pkidb/static/img/mol/Midostaurin.svg,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)N(C)C(=O)c9ccccc9)OC,BMGQWWVMWDBQGC-IIFHNQTCSA-N
Milciclib,2.0,460.3,www.icoa.fr/pkidb/static/img/mol/Milciclib.svg,CC1(Cc2cnc(nc2-c3c1c(nn3C)C(=O)NC)Nc4ccc(cc4)N5CCN(CC5)C)C,RXZMYLDMFYNEIM-UHFFFAOYSA-N
Momelotinib,3.0,414.2,www.icoa.fr/pkidb/static/img/mol/Momelotinib.svg,c1cc(ccc1c2ccnc(n2)Nc3ccc(cc3)N4CCOCC4)C(=O)NCC#N,ZVHNDZWQTBEVRY-UHFFFAOYSA-N
Motesanib,3.0,373.2,www.icoa.fr/pkidb/static/img/mol/Motesanib.svg,CC1(CNc2c1ccc(c2)NC(=O)c3cccnc3NCc4ccncc4)C,RAHBGWKEPAQNFF-UHFFFAOYSA-N
Mubritinib,1.0,468.2,www.icoa.fr/pkidb/static/img/mol/Mubritinib.svg,c1cc(ccc1CCCCn2ccnn2)OCc3coc(n3)/C=C/c4ccc(cc4)C(F)(F)F,ZTFBIUXIQYRUNT-MDWZMJQESA-N
Naquotinib,3.0,562.3,www.icoa.fr/pkidb/static/img/mol/Naquotinib.svg,CCc1c(nc(c(n1)C(=O)N)Nc2ccc(cc2)N3CCC(CC3)N4CCN(CC4)C)O[C@@H]5CCN(C5)C(=O)C=C,QKDCLUARMDUUKN-XMMPIXPASA-N
Nazartinib,3.0,494.2,www.icoa.fr/pkidb/static/img/mol/Nazartinib.svg,Cc1cc(ccn1)C(=O)Nc2nc3cccc(c3n2[C@@H]4CCCCN(C4)C(=O)/C=C/CN(C)C)Cl,IOMMMLWIABWRKL-WUTDNEBXSA-N
Neflamapimod,2.0,435.0,www.icoa.fr/pkidb/static/img/mol/Neflamapimod.svg,c1cc(c(c(c1)Cl)c2c3ccc(nn3cnc2=O)Sc4ccc(cc4F)F)Cl,VEPKQEUBKLEPRA-UHFFFAOYSA-N
Nemiralisib,0.0,440.2,www.icoa.fr/pkidb/static/img/mol/Nemiralisib.svg,CC(C)N1CCN(CC1)Cc2cnc(o2)c3cc(cc4c3cn[nH]4)c5cccc6c5cc[nH]6,MCIDWGZGWVSZMK-UHFFFAOYSA-N
Neratinib,4.0,556.2,www.icoa.fr/pkidb/static/img/mol/Neratinib.svg,CCOc1cc2c(cc1NC(=O)/C=C/CN(C)C)c(c(cn2)C#N)Nc3ccc(c(c3)Cl)OCc4ccccn4,JWNPDZNEKVCWMY-VQHVLOKHSA-N
Netarsudil,4.0,453.2,www.icoa.fr/pkidb/static/img/mol/Netarsudil.svg,Cc1ccc(c(c1)C)C(=O)OCc2ccc(cc2)[C@@H](CN)C(=O)Nc3ccc4cnccc4c3,OURRXQUGYQRVML-AREMUKBSSA-N
Nilotinib,4.0,529.2,www.icoa.fr/pkidb/static/img/mol/Nilotinib.svg,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F,HHZIURLSWUIHRB-UHFFFAOYSA-N
Ningetinib,1.5,556.2,www.icoa.fr/pkidb/static/img/mol/Ningetinib.svg,Cc1c(c(=O)n(n1C)c2ccccc2)C(=O)Nc3ccc(c(c3)F)Oc4ccnc5c4ccc(c5)OCC(C)(C)O,VQYYQSZNRVQLIS-UHFFFAOYSA-N
Nintedanib,4.0,539.3,www.icoa.fr/pkidb/static/img/mol/Nintedanib.svg,CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5,XZXHXSATPCNXJR-ZIADKAODSA-N
Oclacitinib,0.0,337.2,www.icoa.fr/pkidb/static/img/mol/Oclacitinib.svg,CNS(=O)(=O)C[C@H]1CC[C@@H](CC1)N(c2ncnc3c2cc[nH]3)C,HJWLJNBZVZDLAQ-HAQNSBGRSA-N
Olmutinib,2.0,486.2,www.icoa.fr/pkidb/static/img/mol/Olmutinib.svg,CN1CCN(CC1)c2ccc(cc2)Nc3nc4ccsc4c(n3)Oc5cccc(c5)NC(=O)C=C,FDMQDKQUTRLUBU-UHFFFAOYSA-N
Omipalisib,1.0,505.1,www.icoa.fr/pkidb/static/img/mol/Omipalisib.svg,COc1c(cc(cn1)c2ccc3c(c2)c(ccn3)c4ccnnc4)NS(=O)(=O)c5ccc(cc5F)F,CGBJSGAELGCMKE-UHFFFAOYSA-N
Orantinib,3.0,310.1,www.icoa.fr/pkidb/static/img/mol/Orantinib.svg,Cc1c(c([nH]c1/C=C\2/c3ccccc3NC2=O)C)CCC(=O)O,NHFDRBXTEDBWCZ-ZROIWOOFSA-N
Osimertinib,4.0,499.3,www.icoa.fr/pkidb/static/img/mol/Osimertinib.svg,Cn1cc(c2c1cccc2)c3ccnc(n3)Nc4cc(c(cc4OC)N(C)CCN(C)C)NC(=O)C=C,DUYJMQONPNNFPI-UHFFFAOYSA-N
Pacritinib,3.0,472.2,www.icoa.fr/pkidb/static/img/mol/Pacritinib.svg,c1cc2cc(c1)-c3ccnc(n3)Nc4ccc(c(c4)COC/C=C/COC2)OCCN5CCCC5,HWXVIOGONBBTBY-ONEGZZNKSA-N
Palbociclib,4.0,447.2,www.icoa.fr/pkidb/static/img/mol/Palbociclib.svg,Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,AHJRHEGDXFFMBM-UHFFFAOYSA-N
Pamapimod,2.0,406.1,www.icoa.fr/pkidb/static/img/mol/Pamapimod.svg,Cn1c2c(cc(c1=O)Oc3ccc(cc3F)F)cnc(n2)NC(CCO)CCO,JYYLVUFNAHSSFE-UHFFFAOYSA-N
Panulisib,1.0,527.2,www.icoa.fr/pkidb/static/img/mol/Panulisib.svg,CC(C)(C#N)c1ccc(cn1)n2c3c4cc(ccc4ncc3n(c2=NC#N)C)c5cc(c(nc5)N)C(F)(F)F,VJLRLTSXTLICIR-UHFFFAOYSA-N
Parsaclisib,2.0,432.1,www.icoa.fr/pkidb/static/img/mol/Parsaclisib.svg,CCOc1c(cc(c(c1[C@H]2CC(=O)NC2)F)Cl)[C@H](C)n3c4c(c(n3)C)c(ncn4)N,ZQPDJCIXJHUERQ-QWRGUYRKSA-N
Pazopanib,4.0,437.2,www.icoa.fr/pkidb/static/img/mol/Pazopanib.svg,Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C,CUIHSIWYWATEQL-UHFFFAOYSA-N
Peficitinib,3.0,326.2,www.icoa.fr/pkidb/static/img/mol/Peficitinib.svg,c1c[nH]c2c1c(c(cn2)C(=O)N)N[C@@H]3[C@@H]4C[C@@H]5C[C@H]3C[C@@](C5)(C4)O,DREIJXJRTLTGJC-ZKVNVPQCSA-N
Pelitinib,2.0,467.2,www.icoa.fr/pkidb/static/img/mol/Pelitinib.svg,CCOc1cc2c(cc1NC(=O)/C=C/CN(C)C)c(c(cn2)C#N)Nc3ccc(c(c3)Cl)F,WVUNYSQLFKLYNI-AATRIKPKSA-N
Pexidartinib,4.0,417.1,www.icoa.fr/pkidb/static/img/mol/Pexidartinib.svg,c1cc(ncc1Cc2c[nH]c3c2cc(cn3)Cl)NCc4ccc(nc4)C(F)(F)F,JGWRKYUXBBNENE-UHFFFAOYSA-N
Pexmetinib,1.0,556.3,www.icoa.fr/pkidb/static/img/mol/Pexmetinib.svg,Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)NCc3cc(ccc3Oc4ccc5c(c4)cnn5CCO)F,LNMRSSIMGCDUTP-UHFFFAOYSA-N
Pictilisib,2.0,513.2,www.icoa.fr/pkidb/static/img/mol/Pictilisib.svg,CS(=O)(=O)N1CCN(CC1)Cc2cc3c(s2)c(nc(n3)c4cccc5c4cn[nH]5)N6CCOCC6,LHNIIDJUOCFXAP-UHFFFAOYSA-N
Pilaralisib,2.0,540.1,www.icoa.fr/pkidb/static/img/mol/Pilaralisib.svg,CC(C)(C(=O)Nc1cccc(c1)S(=O)(=O)Nc2c(nc3ccccc3n2)Nc4cc(ccc4Cl)OC)N,QINPEPAQOBZPOF-UHFFFAOYSA-N
Pimasertib,2.0,431.0,www.icoa.fr/pkidb/static/img/mol/Pimasertib.svg,c1cc(c(cc1I)F)Nc2cnccc2C(=O)NC[C@@H](CO)O,VIUAUNHCRHHYNE-JTQLQIEISA-N
Ponatinib,4.0,532.2,www.icoa.fr/pkidb/static/img/mol/Ponatinib.svg,Cc1ccc(cc1C#Cc2cnc3n2nccc3)C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C,PHXJVRSECIGDHY-UHFFFAOYSA-N
Poziotinib,2.0,490.1,www.icoa.fr/pkidb/static/img/mol/Poziotinib.svg,COc1cc2c(cc1OC3CCN(CC3)C(=O)C=C)c(ncn2)Nc4ccc(c(c4F)Cl)Cl,LPFWVDIFUFFKJU-UHFFFAOYSA-N
Pralsetinib,1.5,533.3,www.icoa.fr/pkidb/static/img/mol/Pralsetinib.svg,Cc1[nH]nc(c1)Nc2nc(nc(c2)C)[C@H]3CC[C@@](CC3)(OC)C(=O)N[C@H](c4cnc(cc4)n5ncc(c5)F)C,GBLBJPZSROAGMF-BATDWUPUSA-N
Prexasertib,2.0,365.2,www.icoa.fr/pkidb/static/img/mol/Prexasertib.svg,COc1cccc(c1c2cc(n[nH]2)Nc3cnc(cn3)C#N)OCCCN,DOTGPNHGTYJDEP-UHFFFAOYSA-N
Pyrotinib,3.0,582.2,www.icoa.fr/pkidb/static/img/mol/Pyrotinib.svg,CCOc1cc2c(cc1NC(=O)/C=C/[C@H]3CCCN3C)c(c(cn2)C#N)Nc4ccc(c(c4)Cl)OCc5ccccn5,SADXACCFNXBCFY-IYNHSRRRSA-N
Quizartinib,3.0,560.2,www.icoa.fr/pkidb/static/img/mol/Quizartinib.svg,CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)c3cn4c5ccc(cc5sc4n3)OCCN6CCOCC6,CVWXJKQAOSCOAB-UHFFFAOYSA-N
Rabusertib,2.0,435.1,www.icoa.fr/pkidb/static/img/mol/Rabusertib.svg,Cc1cc(c(cc1Br)NC(=O)Nc2cnc(cn2)C)OC[C@@H]3CNCCO3,SYYBDNPGDKKJDU-ZDUSSCGKSA-N
Radotinib,3.0,530.2,www.icoa.fr/pkidb/static/img/mol/Radotinib.svg,Cc1ccc(cc1Nc2nccc(n2)c3cnccn3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F,DUPWHXBITIZIKZ-UHFFFAOYSA-N
Ralimetinib,2.0,420.2,www.icoa.fr/pkidb/static/img/mol/Ralimetinib.svg,CC(C)(C)Cn1c2c(ccc(n2)c3c(nc([nH]3)C(C)(C)C)c4ccc(cc4)F)nc1N,XPPBBJCBDOEXDN-UHFFFAOYSA-N
Ravoxertinib,1.0,440.1,www.icoa.fr/pkidb/static/img/mol/Ravoxertinib.svg,Cn1c(ccn1)Nc2nccc(n2)c3ccn(c(=O)c3)[C@H](CO)c4ccc(c(c4)F)Cl,RZUOCXOYPYGSKL-GOSISDBHSA-N
Rebastinib,2.0,553.2,www.icoa.fr/pkidb/static/img/mol/Rebastinib.svg,CC(C)(C)c1cc(n(n1)c2ccc3c(c2)cccn3)NC(=O)Nc4ccc(cc4F)Oc5ccnc(c5)C(=O)NC,WVXNSAVVKYZVOE-UHFFFAOYSA-N
Recilisib,1.0,336.0,www.icoa.fr/pkidb/static/img/mol/Recilisib.svg,c1cc(ccc1CS(=O)(=O)/C=C/c2ccc(cc2)C(=O)O)Cl,KBEKQQJUNVQLDZ-MDZDMXLPSA-N
Refametinib,2.0,572.0,www.icoa.fr/pkidb/static/img/mol/Refametinib.svg,COc1cc(c(c(c1NS(=O)(=O)C2(CC2)C[C@@H](CO)O)Nc3ccc(cc3F)I)F)F,RDSACQWTXKSHJT-NSHDSACASA-N
Regorafenib,4.0,482.1,www.icoa.fr/pkidb/static/img/mol/Regorafenib.svg,CNC(=O)c1cc(ccn1)Oc2ccc(c(c2)F)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,FNHKPVJBJVTLMP-UHFFFAOYSA-N
Ribociclib,4.0,434.3,www.icoa.fr/pkidb/static/img/mol/Ribociclib.svg,CN(C)C(=O)c1cc2cnc(nc2n1C3CCCC3)Nc4ccc(cn4)N5CCNCC5,RHXHGRAEPCAFML-UHFFFAOYSA-N
Rigosertib,3.0,451.1,www.icoa.fr/pkidb/static/img/mol/Rigosertib.svg,COc1ccc(cc1NCC(=O)O)CS(=O)(=O)/C=C/c2c(cc(cc2OC)OC)OC,OWBFCJROIKNMGD-BQYQJAHWSA-N
Ripasudil,2.0,323.1,www.icoa.fr/pkidb/static/img/mol/Ripasudil.svg,C[C@H]1CNCCCN1S(=O)(=O)c2cccc3c2c(cnc3)F,QSKQVZWVLOIIEV-NSHDSACASA-N
Ripretinib,3.0,509.1,www.icoa.fr/pkidb/static/img/mol/Ripretinib.svg,CCn1c2cc(ncc2cc(c1=O)c3cc(c(cc3Br)F)NC(=O)Nc4ccccc4)NC,CEFJVGZHQAGLHS-UHFFFAOYSA-N
Riviciclib,2.0,401.1,www.icoa.fr/pkidb/static/img/mol/Riviciclib.svg,CN1CC[C@H]([C@@H]1CO)c2c(cc(c3c2oc(cc3=O)c4ccccc4Cl)O)O,QLUYMIVVAYRECT-OCCSQVGLSA-N
Rivoceranib,1.0,493.2,www.icoa.fr/pkidb/static/img/mol/Rivoceranib.svg,CS(=O)(=O)O.c1cc(c(nc1)NCc2ccncc2)C(=O)Nc3ccc(cc3)C4(CCCC4)C#N,FYJROXRIVQPKRY-UHFFFAOYSA-N
Rociletinib,3.0,555.2,www.icoa.fr/pkidb/static/img/mol/Rociletinib.svg,CC(=O)N1CCN(CC1)c2ccc(c(c2)OC)Nc3ncc(c(n3)Nc4cccc(c4)NC(=O)C=C)C(F)(F)F,HUFOZJXAKZVRNJ-UHFFFAOYSA-N
Rogaratinib,2.0,466.2,www.icoa.fr/pkidb/static/img/mol/Rogaratinib.svg,Cc1cc2cc(sc2c(c1)OC)c3c(c(n4c3c(ncn4)N)CN5CCNC(=O)C5)COC,HNLRRJSKGXOYNO-UHFFFAOYSA-N
Roniciclib,2.0,430.1,www.icoa.fr/pkidb/static/img/mol/Roniciclib.svg,C[C@H]([C@@H](C)Oc1c(cnc(n1)Nc2ccc(cc2)[S@](=N)(=O)C3CC3)C(F)(F)F)O,UELYDGOOJPRWGF-SRQXXRKNSA-N
Ruboxistaurin,3.0,468.2,www.icoa.fr/pkidb/static/img/mol/Ruboxistaurin.svg,CN(C)C[C@@H]1CCn2cc(c3c2cccc3)C4=C(c5cn(c6c5cccc6)CCO1)C(=O)NC4=O,ZCBUQCWBWNUWSU-SFHVURJKSA-N
Ruxolitinib,4.0,306.2,www.icoa.fr/pkidb/static/img/mol/Ruxolitinib.svg,c1c[nH]c2c1c(ncn2)c3cnn(c3)[C@H](CC#N)C4CCCC4,HFNKQEVNSGCOJV-OAHLLOKOSA-N
Samotolisib,2.0,406.2,www.icoa.fr/pkidb/static/img/mol/Samotolisib.svg,C[C@@H](Cn1c2c3cc(ccc3ncc2n(c1=O)C)c4cc(cnc4)C(C)(C)O)OC,ACCFLVVUVBJNGT-AWEZNQCLSA-N
Sapanisertib,2.0,309.1,www.icoa.fr/pkidb/static/img/mol/Sapanisertib.svg,CC(C)n1c2c(c(n1)c3ccc4c(c3)nc(o4)N)c(ncn2)N,GYLDXIAOMVERTK-UHFFFAOYSA-N
Sapitinib,2.0,473.2,www.icoa.fr/pkidb/static/img/mol/Sapitinib.svg,CNC(=O)CN1CCC(CC1)Oc2cc3c(cc2OC)ncnc3Nc4cccc(c4F)Cl,DFJSJLGUIXFDJP-UHFFFAOYSA-N
Saracatinib,3.0,541.2,www.icoa.fr/pkidb/static/img/mol/Saracatinib.svg,CN1CCN(CC1)CCOc2cc3c(c(c2)OC4CCOCC4)c(ncn3)Nc5c(ccc6c5OCO6)Cl,OUKYUETWWIPKQR-UHFFFAOYSA-N
Savolitinib,3.0,345.1,www.icoa.fr/pkidb/static/img/mol/Savolitinib.svg,C[C@@H](c1ccc2nccn2c1)n3c4c(ncc(n4)c5cnn(c5)C)nn3,XYDNMOZJKOGZLS-NSHDSACASA-N
Selatinib,1.0,564.1,www.icoa.fr/pkidb/static/img/mol/Selatinib.svg,CS(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,OAMVGUFHZPRXOM-UHFFFAOYSA-N
Seliciclib,2.0,354.2,www.icoa.fr/pkidb/static/img/mol/Seliciclib.svg,CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,BTIHMVBBUGXLCJ-OAHLLOKOSA-N
Selonsertib,2.0,445.2,www.icoa.fr/pkidb/static/img/mol/Selonsertib.svg,Cc1cc(c(cc1n2cc(nc2)C3CC3)C(=O)Nc4cccc(n4)c5nncn5C(C)C)F,YIDDLAAKOYYGJG-UHFFFAOYSA-N
Selumetinib,3.0,456.0,www.icoa.fr/pkidb/static/img/mol/Selumetinib.svg,Cn1cnc2c1cc(c(c2F)Nc3ccc(cc3Cl)Br)C(=O)NOCCO,CYOHGALHFOKKQC-UHFFFAOYSA-N
Semaxanib,3.0,238.1,www.icoa.fr/pkidb/static/img/mol/Semaxanib.svg,Cc1cc([nH]c1/C=C\2/c3ccccc3NC2=O)C,WUWDLXZGHZSWQZ-WQLSENKSSA-N
Silmitasertib,2.0,349.1,www.icoa.fr/pkidb/static/img/mol/Silmitasertib.svg,c1cc(cc(c1)Cl)Nc2c3ccncc3c4ccc(cc4n2)C(=O)O,MUOKSQABCJCOPU-UHFFFAOYSA-N
Simotinib,3.0,500.2,www.icoa.fr/pkidb/static/img/mol/Simotinib.svg,COc1cc2c(cc1OCCN3CC4(CC4)C5(C3)OCCO5)c(ncn2)Nc6ccc(c(c6)Cl)F,OXWUWXCJDBRCCG-UHFFFAOYSA-N
Sitravatinib,3.0,629.2,www.icoa.fr/pkidb/static/img/mol/Sitravatinib.svg,COCCNCc1ccc(nc1)c2cc3c(s2)c(ccn3)Oc4ccc(cc4F)NC(=O)C5(CC5)C(=O)Nc6ccc(cc6)F,WLAVZAAODLTUSW-UHFFFAOYSA-N
Solcitinib,2.0,389.2,www.icoa.fr/pkidb/static/img/mol/Solcitinib.svg,CC1(CN(C1)C(=O)c2ccc(cc2)c3cccc4n3nc(n4)NC(=O)C5CC5)C,MPYACSQFXVMWNO-UHFFFAOYSA-N
Sonolisib,2.0,525.2,www.icoa.fr/pkidb/static/img/mol/Sonolisib.svg,CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(CC=C)CC=C)/C4=C(C3=O)O)COC)C)C,QIUASFSNWYMDFS-NILGECQDSA-N
Sorafenib,4.0,464.1,www.icoa.fr/pkidb/static/img/mol/Sorafenib.svg,CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Sotrastaurin,2.0,438.2,www.icoa.fr/pkidb/static/img/mol/Sotrastaurin.svg,CN1CCN(CC1)c2nc3ccccc3c(n2)C4=C(C(=O)NC4=O)c5c[nH]c6c5cccc6,OAVGBZOFDPFGPJ-UHFFFAOYSA-N
Spebrutinib,2.0,423.2,www.icoa.fr/pkidb/static/img/mol/Spebrutinib.svg,COCCOc1ccc(cc1)Nc2ncc(c(n2)Nc3cccc(c3)NC(=O)C=C)F,KXBDTLQSDKGAEB-UHFFFAOYSA-N
Sunitinib,4.0,398.2,www.icoa.fr/pkidb/static/img/mol/Sunitinib.svg,CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,WINHZLLDWRZWRT-ATVHPVEESA-N
Tafetinib,1.0,424.2,www.icoa.fr/pkidb/static/img/mol/Tafetinib.svg,CCN(CC)CCNC(=O)c1c([nH]c\2c1CCC/C2=C/3\c4cc(ccc4NC3=O)F)C,KGSRYTUWXUESJK-FXBPSFAMSA-N
Talmapimod,2.0,512.2,www.icoa.fr/pkidb/static/img/mol/Talmapimod.svg,C[C@@H]1CN([C@H](CN1C(=O)c2cc3c(cc2Cl)n(cc3C(=O)C(=O)N(C)C)C)C)Cc4ccc(cc4)F,ZMELOYOKMZBMRB-DLBZAZTESA-N
Tamatinib,2.0,470.2,www.icoa.fr/pkidb/static/img/mol/Tamatinib.svg,CC1(C(=O)Nc2c(ccc(n2)Nc3c(cnc(n3)Nc4cc(c(c(c4)OC)OC)OC)F)O1)C,NHHQJBCNYHBUSI-UHFFFAOYSA-N
Tandutinib,2.0,562.3,www.icoa.fr/pkidb/static/img/mol/Tandutinib.svg,CC(C)Oc1ccc(cc1)NC(=O)N2CCN(CC2)c3c4cc(c(cc4ncn3)OCCCN5CCCCC5)OC,UXXQOJXBIDBUAC-UHFFFAOYSA-N
Tanzisertib,2.0,448.2,www.icoa.fr/pkidb/static/img/mol/Tanzisertib.svg,c1c(c(c(cc1F)F)Nc2n(c3nc(ncc3n2)N[C@H]4CC[C@@H](CC4)O)[C@@H]5COCC5)F,IBGLGMOPHJQDJB-IHRRRGAJSA-N
Tarloxotinib,2.0,679.0,www.icoa.fr/pkidb/static/img/mol/Tarloxotinib.svg,Cn1cnc(c1C[N+](C)(C)C/C=C/C(=O)Nc2cc3c(cn2)ncnc3Nc4ccc(c(c4)Br)Cl)[N+](=O)[O-].[Br-],WAKIMVYUBWMMHJ-FXRZFVDSSA-N
Taselisib,3.0,460.2,www.icoa.fr/pkidb/static/img/mol/Taselisib.svg,Cc1nc(n(n1)C(C)C)c2cn3c(n2)-c4ccc(cc4OCC3)c5cnn(c5)C(C)(C)C(=O)N,BEUQXVWXFDOSAQ-UHFFFAOYSA-N
Telatinib,2.0,409.1,www.icoa.fr/pkidb/static/img/mol/Telatinib.svg,CNC(=O)c1cc(ccn1)COc2c3c(cco3)c(nn2)Nc4ccc(cc4)Cl,QFCXANHHBCGMAS-UHFFFAOYSA-N
Tepotinib,2.0,492.2,www.icoa.fr/pkidb/static/img/mol/Tepotinib.svg,CN1CCC(CC1)COc2cnc(nc2)c3cccc(c3)Cn4c(=O)ccc(n4)c5cccc(c5)C#N,AHYMHWXQRWRBKT-UHFFFAOYSA-N
Tesevatinib,2.0,490.1,www.icoa.fr/pkidb/static/img/mol/Tesevatinib.svg,CN1C[C@H]2C[C@H](C[C@H]2C1)COc3cc4c(cc3OC)c(ncn4)Nc5ccc(c(c5F)Cl)Cl,HVXKQKFEHMGHSL-QKDCVEJESA-N
Tivantinib,3.0,369.1,www.icoa.fr/pkidb/static/img/mol/Tivantinib.svg,c1ccc2c(c1)c(c[nH]2)[C@H]3[C@@H](C(=O)NC3=O)c4cn5c6c4cccc6CCC5,UCEQXRCJXIVODC-PMACEKPBSA-N
Tivozanib,4.0,454.1,www.icoa.fr/pkidb/static/img/mol/Tivozanib.svg,Cc1cc(no1)NC(=O)Nc2ccc(cc2Cl)Oc3ccnc4c3cc(c(c4)OC)OC,SPMVMDHWKHCIDT-UHFFFAOYSA-N
Toceranib,0.0,396.2,www.icoa.fr/pkidb/static/img/mol/Toceranib.svg,Cc1c([nH]c(c1C(=O)NCCN2CCCC2)C)/C=C\3/c4cc(ccc4NC3=O)F,SRSGVKWWVXWSJT-ATVHPVEESA-N
Tofacitinib,4.0,312.2,www.icoa.fr/pkidb/static/img/mol/Tofacitinib.svg,C[C@@H]1CCN(C[C@@H]1N(C)c2c3cc[nH]c3ncn2)C(=O)CC#N,UJLAWZDWDVHWOW-YPMHNXCESA-N
Tomivosertib,2.0,340.2,www.icoa.fr/pkidb/static/img/mol/Tomivosertib.svg,Cc1cc(c(=O)n2c1C(=O)NC23CCCCC3)Nc4cc(ncn4)N,HKTBYUWLRDZAJK-UHFFFAOYSA-N
Tozasertib,2.0,464.2,www.icoa.fr/pkidb/static/img/mol/Tozasertib.svg,Cc1cc(n[nH]1)Nc2cc(nc(n2)Sc3ccc(cc3)NC(=O)C4CC4)N5CCN(CC5)C,GCIKSSRWRFVXBI-UHFFFAOYSA-N
Trametinib,4.0,615.1,www.icoa.fr/pkidb/static/img/mol/Trametinib.svg,Cc1c2c(c(n(c1=O)C)Nc3ccc(cc3F)I)c(=O)n(c(=O)n2c4cccc(c4)NC(=O)C)C5CC5,LIRYPHYGHXZJBZ-UHFFFAOYSA-N
Trilaciclib,2.0,446.3,www.icoa.fr/pkidb/static/img/mol/Trilaciclib.svg,CN1CCN(CC1)c2ccc(nc2)Nc3ncc4cc5n(c4n3)C6(CCCCC6)CNC5=O,PDGKHKMBHVFCMG-UHFFFAOYSA-N
Tucatinib,2.0,480.2,www.icoa.fr/pkidb/static/img/mol/Tucatinib.svg,Cc1cc(ccc1Oc2ccn3c(c2)ncn3)Nc4c5cc(ccc5ncn4)NC6=NC(CO6)(C)C,SDEAXTCZPQIFQM-UHFFFAOYSA-N
Ulixertinib,2.0,432.1,www.icoa.fr/pkidb/static/img/mol/Ulixertinib.svg,CC(C)Nc1cc(c(cn1)Cl)c2cc([nH]c2)C(=O)N[C@H](CO)c3cccc(c3)Cl,KSERXGMCDHOLSS-LJQANCHMSA-N
Umbralisib,3.0,571.2,www.icoa.fr/pkidb/static/img/mol/Umbralisib.svg,C[C@@H](c1c(c(=O)c2cc(ccc2o1)F)c3cccc(c3)F)n4c5c(c(n4)c6ccc(c(c6)F)OC(C)C)c(ncn5)N,IUVCFHHAEHNCFT-INIZCTEOSA-N
Upadacitinib,4.0,380.2,www.icoa.fr/pkidb/static/img/mol/Upadacitinib.svg,CC[C@@H]1CN(C[C@@H]1c2cnc3n2c4cc[nH]c4nc3)C(=O)NCC(F)(F)F,WYQFJHHDOKWSHR-MNOVXSKESA-N
