uniprot_id|ensembl_gene_id|ensembl_transcript_id|ensembl_translation_id
A0A0D9SGB5|ENSG00000100353|ENST00000478547|ENSP00000487325
A0A087WWX5|ENSG00000129911|ENST00000592313|ENSP00000480570
Q5JTC6|ENSG00000184675|ENST00000374869|ENSP00000364003
B5ME19|ENSG00000205609|ENST00000398944|ENSP00000381917
B5ME19|ENSG00000205609|ENST00000380876|ENSP00000370258
E9PAP0|ENSG00000182866|ENST00000373557|ENSP00000362658
F5GX80|ENSG00000033030|ENST00000544054|ENSP00000441112
P46531|ENSG00000148400|ENST00000651671|ENSP00000498587
A0A087X2I7|ENSG00000179583|ENST00000618327|ENSP00000485010
D9IPD9|ENSG00000139567|ENST00000551576|ENSP00000455848
H7C2Q8|ENSG00000117395|ENST00000431635|ENSP00000407323
J3QSX4|ENSG00000154473|ENST00000368859|ENSP00000357852
K7EMQ3|ENSG00000079805|ENST00000587830|ENSP00000466603
E7EPF5|ENSG00000071051|ENST00000393348|ENSP00000377017
A0A0A0MRF9|ENSG00000197943|ENST00000359376|ENSP00000352336
E9PGC0|ENSG00000145715|ENST00000506290|ENSP00000420905
K7EKS8|ENSG00000129946|ENST00000590170|ENSP00000465764
P35240|ENSG00000186575|ENST00000338641|ENSP00000344666
A0A1B0GTR9|ENSG00000096968|ENST00000636127|ENSP00000489812
A0A3B3ISL8|ENSG00000100784|ENST00000648062|ENSP00000497354
Q99719|ENSG00000184702|ENST00000455784|ENSP00000391311
E7EUB5|ENSG00000154767|ENST00000511155|ENSP00000423867
E9PID4|ENSG00000173327|ENST00000532507|ENSP00000432068
Q8NEM0|ENSG00000147316|ENST00000344683|ENSP00000342924
Q8NEM0|ENSG00000285262|ENST00000647051|ENSP00000493874
O95409|ENSG00000043355|ENST00000376335|ENSP00000365514
F8VS18|ENSG00000084112|ENST00000548522|ENSP00000448586
P41279|ENSG00000107968|ENST00000542547|ENSP00000443610
P41279|ENSG00000107968|ENST00000263056|ENSP00000263056
P41279|ENSG00000107968|ENST00000375321|ENSP00000364470
E5RJW7|ENSG00000137574|ENST00000523948|ENSP00000430467
O00401|ENSG00000106299|ENST00000223023|ENSP00000223023
H3BNA1|ENSG00000103194|ENST00000570053|ENSP00000454751
A0A0A0MRG9|ENSG00000136861|ENST00000360822|ENSP00000354065
H7C093|ENSG00000115325|ENST00000429631|ENSP00000393586
A0A0U1RR30|ENSG00000143614|ENST00000634564|ENSP00000489309
Q02952|ENSG00000131016|ENST00000402676|ENSP00000384537
Q02952|ENSG00000131016|ENST00000253332|ENSP00000253332
C9IY79|ENSG00000075651|ENST00000418087|ENSP00000400639
A0A0A0MR42|ENSG00000101639|ENST00000325971|ENSP00000317156
Q9BYG5|ENSG00000124171|ENST00000371610|ENSP00000360672
D6R992|ENSG00000104856|ENST00000505236|ENSP00000423287
Q9Y698|ENSG00000166862|ENST00000300105|ENSP00000300105
A0A0A0MRZ4|ENSG00000145901|ENST00000389378|ENSP00000374029
B4DRK2|ENSG00000169862|ENST00000503622|ENSP00000426887
O75886|ENSG00000115145|ENST00000263904|ENSP00000263904
P23511|ENSG00000001167|ENST00000341376|ENSP00000345702
B4DEE8|ENSG00000170430|ENST00000306010|ENSP00000302111
H7C0A2|ENSG00000069399|ENST00000444487|ENSP00000393731
A0A0A0MQZ2|ENSG00000197283|ENST00000293748|ENSP00000293748
A8MY48|ENSG00000188130|ENST00000395778|ENSP00000379124
A0A087WW63|ENSG00000141837|ENST00000614285|ENSP00000479983
A0A087WW63|ENSG00000141837|ENST00000638029|ENSP00000489829
J3KS33|ENSG00000184205|ENST00000579390|ENSP00000462287
O95147|ENSG00000276023|ENST00000617516|ENSP00000478595
O95147|ENSG00000276023|ENST00000613659|ENSP00000484091
O95147|ENSG00000275932|ENST00000614294|ENSP00000478406
O95147|ENSG00000275932|ENST00000632468|ENSP00000487886
O95147|ENSG00000276023|ENST00000614411|ENSP00000477653
O95147|ENSG00000275932|ENST00000633870|ENSP00000488882
G3V5S2|ENSG00000140009|ENST00000556275|ENSP00000452485
Q13424|ENSG00000101400|ENST00000217381|ENSP00000217381
E9PQH5|ENSG00000175216|ENST00000526496|ENSP00000436769
A0A3B3ISR2|ENSG00000288512|ENST00000673372|ENSP00000500036
A0A3B3ISR2|ENSG00000159403|ENST00000647956|ENSP00000497341
P52735|ENSG00000160293|ENST00000371850|ENSP00000360916
C9JSE3|ENSG00000221829|ENST00000448890|ENSP00000409607
P35968|ENSG00000128052|ENST00000263923|ENSP00000263923
P22314|ENSG00000130985|ENST00000377351|ENSP00000366568
P22314|ENSG00000130985|ENST00000335972|ENSP00000338413
E5RIR0|ENSG00000170323|ENST00000522659|ENSP00000428385
E7EX17|ENSG00000063046|ENST00000420463|ENSP00000388806
E5RGH7|ENSG00000165102|ENST00000522082|ENSP00000430151
A0A2R8Y2F6|ENSG00000121879|ENST00000643187|ENSP00000493507
A8MYV6|ENSG00000100644|ENST00000394997|ENSP00000378446
E9PI31|ENSG00000137699|ENST00000532833|ENSP00000436567
K7EII4|ENSG00000170832|ENST00000591768|ENSP00000464762
F8WE06|ENSG00000146918|ENST00000432615|ENSP00000414337
D6R9M3|ENSG00000087206|ENST00000428382|ENSP00000423534
A0A024R997|ENSG00000158711|ENST00000289703|ENSP00000289703
A0A087X0K9|ENSG00000104067|ENST00000614355|ENSP00000483470
A0A087X0K9|ENSG00000277401|ENST00000613680|ENSP00000481375
A0A087WVZ2|ENSG00000126581|ENST00000612631|ENSP00000479791
A0A1W2PRI7|ENSG00000017797|ENST00000609094|ENSP00000492511
P48436|ENSG00000125398|ENST00000245479|ENSP00000245479
E9PMA8|ENSG00000034152|ENST00000529517|ENSP00000431203
B0QYL8|ENSG00000100142|ENST00000405557|ENSP00000384112
A0A0C4DGK8|ENSG00000100823|ENST00000557344|ENSP00000452137
A0A0G2JLM1|ENSG00000277278|ENST00000612410|ENSP00000477508
A0A0G2JLM1|ENSG00000277278|ENST00000619734|ENSP00000488879
A0A0A0MSC3|ENSG00000196277|ENST00000402647|ENSP00000384585
A0A0D9SFT8|ENSG00000198646|ENST00000628752|ENSP00000486894
P41231|ENSG00000175591|ENST00000393597|ENSP00000377222
P41231|ENSG00000175591|ENST00000311131|ENSP00000310305
P41231|ENSG00000175591|ENST00000393596|ENSP00000377221
K7EN47|ENSG00000187266|ENST00000588859|ENSP00000466784
A0A087WVZ1|ENSG00000215301|ENST00000611968|ENSP00000479790
P84077|ENSG00000143761|ENST00000540651|ENSP00000442980
P84077|ENSG00000143761|ENST00000272102|ENSP00000272102
P84077|ENSG00000143761|ENST00000541182|ENSP00000440005
A0A0G2JMZ8|ENSG00000273814|ENST00000615870|ENSP00000480303
A0A0G2JMZ8|ENSG00000273814|ENST00000617110|ENSP00000481921
A0A0G2JMZ8|ENSG00000273814|ENST00000620655|ENSP00000480674
A0A024R495|ENSG00000077044|ENST00000409813|ENSP00000386455
A0A024R495|ENSG00000280873|ENST00000628527|ENSP00000487423
Q9Y3B9|ENSG00000067533|ENST00000366932|ENSP00000355899
D6RAB1|ENSG00000138795|ENST00000515500|ENSP00000422801
Q8NHW3|ENSG00000182759|ENST00000333480|ENSP00000328364
H7C2A7|ENSG00000100084|ENST00000452818|ENSP00000404792
E9PMJ5|ENSG00000134215|ENST00000529413|ENSP00000432865
E9PMJ5|ENSG00000134215|ENST00000525231|ENSP00000434944
E9PLU0|ENSG00000110435|ENST00000533550|ENSP00000431281
A0A087WXR4|ENSG00000082175|ENST00000617858|ENSP00000481227
E9PSH8|ENSG00000198851|ENST00000528600|ENSP00000433975
A0A0A0MR07|ENSG00000141968|ENST00000304076|ENSP00000302269
Q13255|ENSG00000152822|ENST00000361719|ENSP00000354896
Q13255|ENSG00000152822|ENST00000282753|ENSP00000282753
A0A024R3Z2|ENSG00000116030|ENST00000392245|ENSP00000376076
A0A024R3Z2|ENSG00000116030|ENST00000392246|ENSP00000376077
A0A0A0MSC1|ENSG00000138031|ENST00000405392|ENSP00000384484
D6RA93|ENSG00000109805|ENST00000514176|ENSP00000423042
A0A087WZU4|ENSG00000009413|ENST00000619481|ENSP00000482892
B0QYX1|ENSG00000186951|ENST00000420804|ENSP00000414752
A0A087WXV4|ENSG00000101076|ENST00000619550|ENSP00000481331
F8VR77|ENSG00000170515|ENST00000552766|ENSP00000448557
H0YKX1|ENSG00000137815|ENST00000560447|ENSP00000452973
J3QRB5|ENSG00000176749|ENST00000584716|ENSP00000463654
J3QRB5|ENSG00000176749|ENST00000584792|ENSP00000464129
A0A1B0GVI3|ENSG00000186395|ENST00000635956|ENSP00000490524
K7EMD9|ENSG00000171401|ENST00000590425|ENSP00000466465
P02533|ENSG00000186847|ENST00000167586|ENSP00000167586
A8MT21|ENSG00000171346|ENST00000393974|ENSP00000377544
K7ENV3|ENSG00000186832|ENST00000590990|ENSP00000467105
J3QQR9|ENSG00000213424|ENST00000394049|ENSP00000377613
J3QQR9|ENSG00000213424|ENST00000581564|ENSP00000463865
J3QQR9|ENSG00000213424|ENST00000580719|ENSP00000464647
J3QQR9|ENSG00000264058|ENST00000643255|ENSP00000493957
P35900|ENSG00000171431|ENST00000167588|ENSP00000167588
P35900|ENSG00000263057|ENST00000576098|ENSP00000460501
F8VU69|ENSG00000186081|ENST00000551275|ENSP00000448041
A0A1W2PRP1|ENSG00000135480|ENST00000638501|ENSP00000492421
A0A087X106|ENSG00000205426|ENST00000615839|ENSP00000483796
Q9NZW4|ENSG00000152591|ENST00000651931|ENSP00000498766
Q9UEY8|ENSG00000148700|ENST00000356080|ENSP00000348381
A0A3B3IT97|ENSG00000001626|ENST00000647978|ENSP00000497658
Q9NWQ8|ENSG00000076641|ENST00000220597|ENSP00000220597
E9PB13|ENSG00000171435|ENST00000425217|ENSP00000389715
C9JNR4|ENSG00000067560|ENST00000445425|ENSP00000408402
D6R9G8|ENSG00000064692|ENST00000509154|ENSP00000422106
E7EX60|ENSG00000099250|ENST00000374816|ENSP00000363949
D3DPN2|ENSG00000162512|ENST00000336798|ENSP00000338346
D6RJE3|ENSG00000164109|ENST00000504707|ENSP00000425702
C9J1X8|ENSG00000127947|ENST00000418110|ENSP00000392526
H3BM38|ENSG00000092531|ENST00000561526|ENSP00000454214
A0A087WYF6|ENSG00000099290|ENST00000611324|ENSP00000481763
H0YKB7|ENSG00000172349|ENST00000560241|ENSP00000452738
A0A1W2PP46|ENSG00000070748|ENST00000640822|ENSP00000491328
A0A087WW53|ENSG00000172725|ENST00000616321|ENSP00000479949
K7EP74|ENSG00000060558|ENST00000592455|ENSP00000467256
A0A0A0MQX0|ENSG00000144451|ENST00000272898|ENSP00000272898
C9JCL9|ENSG00000100296|ENST00000428374|ENSP00000416804
A0A0G2JMR5|ENSG00000276971|ENST00000611485|ENSP00000479828
Q5T7I8|ENSG00000148082|ENST00000375831|ENSP00000364991
F5H5M1|ENSG00000185634|ENST00000537958|ENSP00000443300
E9PD55|ENSG00000159200|ENST00000481448|ENSP00000417926
P31323|ENSG00000005249|ENST00000265717|ENSP00000265717
P31323|ENSG00000284096|ENST00000639737|ENSP00000491687
Q13887|ENSG00000102554|ENST00000377687|ENSP00000366915
P23458|ENSG00000162434|ENST00000671929|ENSP00000500485
P23458|ENSG00000162434|ENST00000342505|ENSP00000343204
P23458|ENSG00000162434|ENST00000672247|ENSP00000499884
P23458|ENSG00000162434|ENST00000672179|ENSP00000500296
P23458|ENSG00000162434|ENST00000672434|ENSP00000499900
P23458|ENSG00000162434|ENST00000671954|ENSP00000500841
K7EJR4|ENSG00000005156|ENST00000585370|ENSP00000465288
A0A087WV74|ENSG00000070371|ENST00000622493|ENSP00000479237
E9PMA0|ENSG00000156709|ENST00000460436|ENSP00000431222
A0A0B4J2C9|ENSG00000160209|ENST00000621478|ENSP00000479315
G3V4T5|ENSG00000134001|ENST00000557310|ENSP00000451975
F8VZY9|ENSG00000111057|ENST00000550600|ENSP00000447278
A0A0A0MQV6|ENSG00000138685|ENST00000264498|ENSP00000264498
F5GX75|ENSG00000109072|ENST00000542029|ENSP00000440439
P08559|ENSG00000131828|ENST00000422285|ENSP00000394382
A0A087X2I4|ENSG00000142507|ENST00000614486|ENSP00000485006
A0A0C4DGH3|ENSG00000105245|ENST00000540131|ENSP00000442759
A0A0C4DGH3|ENSG00000105245|ENST00000598779|ENSP00000472400
B1AHC3|ENSG00000248405|ENST00000361473|ENSP00000354732
A0A087WX11|ENSG00000217128|ENST00000615660|ENSP00000480650
A0A024R0T2|ENSG00000175137|ENST00000366472|ENSP00000355428
A0A0U1RRM9|ENSG00000138162|ENST00000635597|ENSP00000489610
A0A0A0MTD9|ENSG00000134242|ENST00000525799|ENSP00000432674
C9JZB3|ENSG00000154415|ENST00000449795|ENSP00000401278
Q92837|ENSG00000165879|ENST00000371021|ENSP00000360060
P48634|ENSG00000204469|ENST00000376033|ENSP00000365201
P48634|ENSG00000204469|ENST00000376007|ENSP00000365175
Q13885|ENSG00000137267|ENST00000333628|ENSP00000369703
A0A087X1D0|ENSG00000101017|ENST00000620709|ENSP00000484074
D6REB8|ENSG00000078295|ENST00000515681|ENSP00000425069
A0A0A0MSE3|ENSG00000144891|ENST00000402260|ENSP00000385641
C9JKI3|ENSG00000105974|ENST00000456473|ENSP00000389033
K7EPC9|ENSG00000184451|ENST00000591568|ENSP00000467331
K7EPC9|ENSG00000184451|ENST00000591568|ENSP00000467331
P51681|ENSG00000160791|ENST00000292303|ENSP00000292303
P51681|ENSG00000160791|ENST00000445772|ENSP00000404881
J3KSS9|ENSG00000126353|ENST00000579344|ENSP00000462631
P08172|ENSG00000181072|ENST00000445907|ENSP00000399745
P08172|ENSG00000181072|ENST00000320658|ENSP00000319984
P08172|ENSG00000181072|ENST00000453373|ENSP00000415386
P08172|ENSG00000181072|ENST00000401861|ENSP00000384401
D6RJH3|ENSG00000164251|ENST00000514165|ENSP00000425622
F8VXI9|ENSG00000139436|ENST00000551209|ENSP00000448832
D2CGC9|ENSG00000116329|ENST00000621425|ENSP00000477970
E7EW71|ENSG00000112038|ENST00000520282|ENSP00000430247
C9JST4|ENSG00000115539|ENST00000416255|ENSP00000413936
E9PDN7|ENSG00000105851|ENST00000473541|ENSP00000417623
A0A0G2JLC0|ENSG00000108561|ENST00000576122|ENSP00000458624
P29966|ENSG00000277443|ENST00000612661|ENSP00000478061
E9PPU5|ENSG00000175097|ENST00000529083|ENSP00000436327
Q712K3|ENSG00000107341|ENST00000263228|ENSP00000263228
E5RFM0|ENSG00000010810|ENST00000523238|ENSP00000430364
D3YTB5|ENSG00000184216|ENST00000429936|ENSP00000392662
A0A087WTD6|ENSG00000278053|ENST00000613633|ENSP00000477779
A0A087WTD6|ENSG00000277594|ENST00000632030|ENSP00000487638
M0QZT0|ENSG00000171051|ENST00000594900|ENSP00000470750
D6RG33|ENSG00000070193|ENST00000513107|ENSP00000426406
E9PMT5|ENSG00000167286|ENST00000529594|ENSP00000437335
A0A024RAE6|ENSG00000070831|ENST00000315554|ENSP00000314458
A0A0A0MRG2|ENSG00000142192|ENST00000359726|ENSP00000352760
A0A3B3IUD8|ENSG00000160654|ENST00000528540|ENSP00000498162
P35354|ENSG00000073756|ENST00000367468|ENSP00000356438
F5GXU9|ENSG00000248098|ENST00000542943|ENSP00000440345
C9IYK2|ENSG00000113810|ENST00000497311|ENSP00000418820
C9IYK2|ENSG00000113810|ENST00000485645|ENSP00000420644
K7EMV1|ENSG00000072062|ENST00000589284|ENSP00000466660
K7EMV1|ENSG00000288516|ENST00000672657|ENSP00000500079
A0A2R8Y793|ENSG00000075624|ENST00000645576|ENSP00000496101
J3KS65|ENSG00000182481|ENST00000579754|ENSP00000462331
Q15172|ENSG00000066027|ENST00000261461|ENSP00000261461
P25098|ENSG00000173020|ENST00000308595|ENSP00000312262
C9JZR2|ENSG00000198561|ENST00000529919|ENSP00000434808
O60500|ENSG00000161270|ENST00000378910|ENSP00000368190
J3KS83|ENSG00000141293|ENST00000581400|ENSP00000462360
A0A075B763|ENSG00000266094|ENST00000581503|ENSP00000464039
A0A087WVG4|ENSG00000112511|ENST00000459809|ENSP00000479423
A0A087WY82|ENSG00000158769|ENST00000621309|ENSP00000481591
A0A087WWN0|ENSG00000171456|ENST00000649901|ENSP00000497010
A0A087WWN0|ENSG00000171456|ENST00000555343|ENSP00000480361
A0A087WWN0|ENSG00000171456|ENST00000642676|ENSP00000496042
F8VRN2|ENSG00000123268|ENST00000549612|ENSP00000448421
Q06187|ENSG00000010671|ENST00000308731|ENSP00000308176
Q9NZZ3|ENSG00000086065|ENST00000223500|ENSP00000223500
Q4L180|ENSG00000168386|ENST00000354552|ENSP00000346560
A0A0D9SGE6|ENSG00000159692|ENST00000629223|ENSP00000487417
B1AMN7|ENSG00000143079|ENST00000441739|ENSP00000390976
A0A2R8Y443|ENSG00000157540|ENST00000643854|ENSP00000493653
A0A2R8Y443|ENSG00000157540|ENST00000642309|ENSP00000495596
C9J0X4|ENSG00000068024|ENST00000446876|ENSP00000392912
A0A087WYQ4|ENSG00000061273|ENST00000488927|ENSP00000482003
Q96IF1|ENSG00000129474|ENST00000262713|ENSP00000262713
Q96IF1|ENSG00000129474|ENST00000361265|ENSP00000354491
A0A1W2PPB7|ENSG00000134313|ENST00000569008|ENSP00000491461
F8VVG2|ENSG00000136352|ENST00000546983|ENSP00000449302
Q99801|ENSG00000167034|ENST00000380871|ENSP00000370253
A0A087WTV1|ENSG00000130703|ENST00000622332|ENSP00000478158
O00330|ENSG00000110435|ENST00000227868|ENSP00000227868
A0A0A0MSL0|ENSG00000143393|ENST00000438243|ENSP00000394719
F8W9P4|ENSG00000171608|ENST00000628140|ENSP00000486826
F8W9P4|ENSG00000171608|ENST00000361110|ENSP00000354410
B4DFN3|ENSG00000118762|ENST00000508588|ENSP00000427131
B4DFN3|ENSG00000118762|ENST00000502363|ENSP00000425289
A0A494C0Q1|ENSG00000184304|ENST00000651616|ENSP00000498661
E9PMB8|ENSG00000174791|ENST00000530745|ENSP00000431185
E9PMB8|ENSG00000174791|ENST00000627248|ENSP00000485911
A0A2R8Y4A2|ENSG00000122406|ENST00000645119|ENSP00000493811
A0A2R8Y4Q2|ENSG00000187554|ENST00000645434|ENSP00000493892
A0A590UJN1|ENSG00000129991|ENST00000665070|ENSP00000499482
K7EKZ3|ENSG00000119541|ENST00000591519|ENSP00000465846
A0A024R3P9|ENSG00000182827|ENST00000366812|ENSP00000355777
A0A494C1L1|ENSG00000143815|ENST00000651341|ENSP00000499114
A0A494C026|ENSG00000106617|ENST00000652397|ENSP00000498351
F6VRR5|ENSG00000100227|ENST00000451060|ENSP00000397927
A0A087X2D8|ENSG00000008294|ENST00000618113|ENSP00000484908
K7EIE7|ENSG00000131473|ENST00000590770|ENSP00000464717
A0A0D9SFQ2|ENSG00000154040|ENST00000627314|ENSP00000486801
A0A590UJ62|ENSG00000131398|ENST00000670667|ENSP00000499301
Q8N5C8|ENSG00000157625|ENST00000378930|ENSP00000368212
Q8N5C8|ENSG00000157625|ENST00000378933|ENSP00000368215
E9PJ63|ENSG00000151503|ENST00000532445|ENSP00000435655
Q8IVF2|ENSG00000185567|ENST00000333244|ENSP00000353114
O14958|ENSG00000118729|ENST00000261448|ENSP00000261448
A0A1X7SBX3|ENSG00000036828|ENST00000490131|ENSP00000418685
A0A1W2PPD9|ENSG00000134323|ENST00000638417|ENSP00000491476
B8ZZ90|ENSG00000115935|ENST00000410117|ENSP00000386757
A0A096LPE1|ENSG00000035403|ENST00000624354|ENSP00000485551
A0A3B3IUB9|ENSG00000115760|ENST00000648282|ENSP00000498175
I3L0M7|ENSG00000004975|ENST00000574143|ENSP00000458209
F2Z2B4|ENSG00000074047|ENST00000341310|ENSP00000344473
F2Z2B4|ENSG00000074047|ENST00000445186|ENSP00000397488
F2Z2B4|ENSG00000074047|ENST00000438299|ENSP00000400593
F2Z2B4|ENSG00000074047|ENST00000452692|ENSP00000403715
F2Z2B4|ENSG00000074047|ENST00000437950|ENSP00000415773
P17275|ENSG00000171223|ENST00000302754|ENSP00000303315
A0A087WZL6|ENSG00000044115|ENST00000522052|ENSP00000482738
H0Y3H5|ENSG00000171885|ENST00000383170|ENSP00000372656
A0A087WWP1|ENSG00000140575|ENST00000560373|ENSP00000480393
E9PM35|ENSG00000137486|ENST00000532525|ENSP00000433171
Q9UL54|ENSG00000149930|ENST00000308893|ENSP00000310094
D6R935|ENSG00000164292|ENST00000506959|ENSP00000423688
J3KSH9|ENSG00000132470|ENST00000578318|ENSP00000462494
J3QS64|ENSG00000109111|ENST00000577713|ENSP00000464545
Q01970|ENSG00000149782|ENST00000279230|ENSP00000279230
Q01970|ENSG00000149782|ENST00000540288|ENSP00000443631
A0A0J9YVU2|ENSG00000134243|ENST00000471996|ENSP00000487674
A0A087WUJ4|ENSG00000101493|ENST00000617840|ENSP00000478712
C9J1J7|ENSG00000180871|ENST00000428565|ENSP00000392698
P13349|ENSG00000111049|ENST00000228644|ENSP00000228644
Q13415|ENSG00000085840|ENST00000371566|ENSP00000360621
Q13415|ENSG00000085840|ENST00000371568|ENSP00000360623
Q8TF01|ENSG00000132424|ENST00000369239|ENSP00000358242
Q8TF01|ENSG00000132424|ENST00000438806|ENSP00000387997
Q8TF01|ENSG00000132424|ENST00000647811|ENSP00000496842
Q01130|ENSG00000161547|ENST00000359995|ENSP00000353089
Q01130|ENSG00000161547|ENST00000392485|ENSP00000376276
Q01130|ENSG00000161547|ENST00000452355|ENSP00000391278
Q01130|ENSG00000161547|ENST00000585202|ENSP00000462425
F5GYM4|ENSG00000111252|ENST00000538307|ENSP00000440597
A0A087WTK0|ENSG00000149177|ENST00000613246|ENSP00000477933
A0A286YF88|ENSG00000170214|ENST00000641205|ENSP00000493019
E9PKL5|ENSG00000175592|ENST00000532401|ENSP00000431594
P08238|ENSG00000096384|ENST00000620073|ENSP00000481908
P08238|ENSG00000096384|ENST00000353801|ENSP00000325875
P08238|ENSG00000096384|ENST00000371646|ENSP00000360709
P08238|ENSG00000096384|ENST00000371554|ENSP00000360609
P18848|ENSG00000128272|ENST00000404241|ENSP00000384587
P18848|ENSG00000128272|ENST00000337304|ENSP00000336790
P18848|ENSG00000128272|ENST00000396680|ENSP00000379912
H0YGJ7|ENSG00000104131|ENST00000536248|ENSP00000443563
E5RHU3|ENSG00000169439|ENST00000523877|ENSP00000429662
A0A087WW94|ENSG00000275066|ENST00000612770|ENSP00000480047
A0A087WW94|ENSG00000274047|ENST00000633203|ENSP00000488863
A0A3B3IT07|ENSG00000170248|ENST00000648706|ENSP00000497537
P16401|ENSG00000184357|ENST00000331442|ENSP00000330074
H7BXF3|ENSG00000136527|ENST00000259043|ENSP00000259043
F5GX30|ENSG00000003056|ENST00000536844|ENSP00000440488
P17509|ENSG00000108511|ENST00000484302|ENSP00000420009
P17509|ENSG00000108511|ENST00000225648|ENSP00000225648
A8MUP8|ENSG00000131759|ENST00000394086|ENSP00000377648
A0A0A0MTK4|ENSG00000143469|ENST00000534859|ENSP00000442891
Q13243|ENSG00000100650|ENST00000553521|ENSP00000452123
Q13243|ENSG00000100650|ENST00000394366|ENSP00000377892
Q13243|ENSG00000100650|ENST00000557154|ENSP00000451088
Q13247|ENSG00000124193|ENST00000244020|ENSP00000244020
F8VVA2|ENSG00000174243|ENST00000552512|ENSP00000449639
C9J6W7|ENSG00000237289|ENST00000453733|ENSP00000411531
C9J679|ENSG00000138398|ENST00000417938|ENSP00000411643
E5RGK6|ENSG00000104312|ENST00000517696|ENSP00000427736
F5H514|ENSG00000172575|ENST00000539159|ENSP00000444762
M0QX04|ENSG00000104852|ENST00000601411|ENSP00000468828
A0A590UJF6|ENSG00000198626|ENST00000661330|ENSP00000499393
F8WDP4|ENSG00000185386|ENST00000417877|ENSP00000409136
Q9UIQ6|ENSG00000113441|ENST00000231368|ENSP00000231368
H0YM16|ENSG00000166819|ENST00000560330|ENSP00000453426
I1Z9G3|ENSG00000158571|ENST00000614686|ENSP00000480232
F8VPL3|ENSG00000167580|ENST00000550862|ENSP00000450022
A0A087WX39|ENSG00000177106|ENST00000610855|ENSP00000480704
A0A087WWJ1|ENSG00000116062|ENST00000616033|ENSP00000480261
P26038|ENSG00000147065|ENST00000360270|ENSP00000353408
C9JL41|ENSG00000108848|ENST00000625349|ENSP00000486238
C9JL41|ENSG00000108848|ENST00000508045|ENSP00000424788
C9JL41|ENSG00000108848|ENST00000509335|ENSP00000425251
C9JL41|ENSG00000108848|ENST00000506686|ENSP00000426488
C9JL41|ENSG00000108848|ENST00000504563|ENSP00000424767
A0A0C4DGL7|ENSG00000168488|ENST00000566946|ENSP00000454757
H3BVE7|ENSG00000135723|ENST00000561922|ENSP00000458085
A0A1D5RMN4|ENSG00000170820|ENST00000406846|ENSP00000384708
Q8NEF9|ENSG00000151304|ENST00000339397|ENSP00000341324
A0A024QZ35|ENSG00000115762|ENST00000409612|ENSP00000386662
A0A024QZ35|ENSG00000115762|ENST00000409279|ENSP00000386666
A0A075B6E9|ENSG00000033122|ENST00000310961|ENSP00000309245
Q14432|ENSG00000172572|ENST00000359062|ENSP00000351957
H0Y2V8|ENSG00000161509|ENST00000347612|ENSP00000338645
C9JLS9|ENSG00000161057|ENST00000457587|ENSP00000401724
C9JLS9|ENSG00000161057|ENST00000425206|ENSP00000393027
A8MTF1|ENSG00000241973|ENST00000399213|ENSP00000382162
C9JL08|ENSG00000115020|ENST00000422495|ENSP00000414477
A0A0B4J2A3|ENSG00000167641|ENST00000587515|ENSP00000465811
E9PIB9|ENSG00000111087|ENST00000532291|ENSP00000436671
C9IYA5|ENSG00000152689|ENST00000444784|ENSP00000400602
A0A087WWW7|ENSG00000079308|ENST00000615025|ENSP00000480559
A0A2R8YDS4|ENSG00000007171|ENST00000646938|ENSP00000494870
A0A0A0MRU3|ENSG00000107242|ENST00000377284|ENSP00000366498
C9JWY7|ENSG00000162909|ENST00000434648|ENSP00000399949
A0A087WU80|ENSG00000118503|ENST00000619035|ENSP00000478438
A0A087WT80|ENSG00000182621|ENST00000617005|ENSP00000477664
Q14573|ENSG00000096433|ENST00000374316|ENSP00000363435
Q14573|ENSG00000096433|ENST00000605930|ENSP00000475177
J3KRG9|ENSG00000166592|ENST00000568915|ENSP00000461995
A0A087WYN3|ENSG00000100813|ENST00000555352|ENSP00000481955
D6RF33|ENSG00000113594|ENST00000506990|ENSP00000426685
Q9UKL4|ENSG00000159248|ENST00000290374|ENSP00000290374
D6R939|ENSG00000145703|ENST00000514350|ENSP00000423672
Q13077|ENSG00000056558|ENST00000373887|ENSP00000362994
Q13077|ENSG00000056558|ENST00000540010|ENSP00000443183
Q9UBC3|ENSG00000088305|ENST00000328111|ENSP00000328547
C9J050|ENSG00000161217|ENST00000411591|ENSP00000400430
D6R9Z0|ENSG00000120251|ENST00000505888|ENSP00000422038
E1B6W4|ENSG00000111011|ENST00000344591|ENSP00000343315
F8VNT5|ENSG00000166908|ENST00000551772|ENSP00000450197
B1ALD5|ENSG00000090020|ENST00000374084|ENSP00000363197
P35226|ENSG00000168283|ENST00000376663|ENSP00000365851
P11831|ENSG00000112658|ENST00000265354|ENSP00000265354
H3BU09|ENSG00000196470|ENST00000563745|ENSP00000457415
K7EIG8|ENSG00000125753|ENST00000592139|ENSP00000464742
E5RIN3|ENSG00000104537|ENST00000520519|ENSP00000429358
A0A087WZX0|ENSG00000186174|ENST00000526143|ENSP00000482938
F8VWZ8|ENSG00000137962|ENST00000552844|ENSP00000449764
E7ESJ6|ENSG00000171720|ENST00000523088|ENSP00000429099
A0A1W2PPA7|ENSG00000196712|ENST00000490416|ENSP00000491431
H7BZG1|ENSG00000138448|ENST00000430709|ENSP00000389442
B2ZP78|ENSG00000015475|ENST00000617586|ENSP00000481991
